retailer_country,order_method_type,retailer_type,product_line,product_type,product,year,quarter,revenue,quantity,gross_margin
Sweden,Web,Sports Store,Personal Accessories,Watches,Venue,2013,Q2 2013,20221.0,277,0.4204619
Switzerland,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2012,Q3 2012,4245.6,348,0.61033305
Poland,Web,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,8595.18,594,0.53351762
Netherlands,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2013,Q2 2013,8976.0,272,0.52393939
Spain,Web,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2014,Q2 2014,294.0,49,0.52833333
Italy,Web,Department Store,Personal Accessories,Eyewear,Bella,2014,Q2 2014,41107.5,609,0.46821748
Mexico,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q2 2014,216.0,36,0.54
Belgium,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,14842.88,892,0.31310096
Finland,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,60410.0,734,0.49735987
Spain,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2012,Q4 2012,9528.42,293,0.51691571
Poland,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2014,Q2 2014,169886.96,1456,0.49537457
Germany,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2014,Q1 2014,85115.25,905,0.30887826
United Kingdom,Special,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2012,Q4 2012,11676.28,68,0.45186652
Mexico,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q3 2013,5460.0,65,0.50428571
Spain,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2014,Q2 2014,35349.6,206,0.52331002
Japan,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2014,Q3 2014,25989.6,204,0.2733124
Switzerland,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2012,Q2 2012,9678.24,198,0.38625205
Netherlands,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1605.0,321,0.608
Australia,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q2 2014,744.0,124,0.52833333
Sweden,Web,Department Store,Personal Accessories,Eyewear,Maximus,2014,Q2 2014,42872.1,499,0.50328255
Brazil,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,81738.24,232,0.39449932
Belgium,Web,Outdoors Shop,Personal Accessories,Knives,Bear Edge,2013,Q4 2013,17909.21,451,0.40745404
Netherlands,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q3 2013,14461.92,363,0.50401606
United Kingdom,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2012,Q2 2012,46680.4,764,0.28363339
Canada,Telephone,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q3 2014,1120.0,224,0.608
Italy,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q2 2013,54127.0,1130,0.3736952
United Kingdom,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2014,Q1 2014,24938.26,73,0.48343188
United States,Telephone,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2012,Q3 2012,11660.46,193,0.56717402
Japan,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q4 2013,61585.88,9838,0.53194888
Netherlands,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2012,Q2 2012,10764.9,886,0.45514403
Australia,Telephone,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,8066.56,274,0.38858696
Italy,Web,Eyewear Store,Personal Accessories,Watches,Legend,2012,Q4 2012,11618.6,43,0.44485566
Denmark,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q4 2012,5062.5,125,0.39061728
Austria,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2012,Q3 2012,76859.64,286,0.37984669
France,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q1 2013,1043.0,20,0.44870566
Brazil,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q4 2013,17230.08,1344,0.60140406
Canada,Telephone,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2012,Q4 2012,7852.95,293,0.47615609
Spain,Web,Sports Store,Personal Accessories,Eyewear,Zone,2012,Q3 2012,184244.9,5969,0.32374269
Denmark,Sales visit,Direct Marketing,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2012,Q2 2012,22370.81,187,0.5440107
Poland,Web,Department Store,Personal Accessories,Watches,Zodiak,2014,Q1 2014,24390.4,206,0.41875
Poland,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2012,Q3 2012,81965.7,305,0.37984669
France,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2012,Q3 2012,4964.68,476,0.73154362
Singapore,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2013,Q4 2013,87382.9,1243,0.25263158
Belgium,Web,Golf Shop,Personal Accessories,Watches,Zodiak,2013,Q2 2013,8848.0,79,0.41839286
United Kingdom,Web,Eyewear Store,Personal Accessories,Watches,TX,2013,Q2 2013,55744.3,320,0.44714706
Australia,Sales visit,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2012,Q4 2012,63325.46,53,0.42250716
Germany,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2012,Q4 2012,15623.56,2524,0.5266559
Switzerland,Sales visit,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,2625.0,525,0.63
Germany,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2012,Q4 2012,3855.2,316,0.609185
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,730975.96,1034,0.35779557
United Kingdom,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,5435.0,1087,0.63
France,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,209704.8,350,0.42986522
Australia,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q3 2013,6994.2,60,0.49489577
Italy,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Combination,2013,Q2 2013,5038.71,53,0.52666456
Finland,Web,Eyewear Store,Personal Accessories,Knives,Max Gizmo,2013,Q3 2013,10287.0,254,0.57876543
Austria,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2012,Q4 2012,3986.64,678,0.68367347
Spain,Telephone,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,45736.6,359,0.2733124
Netherlands,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q3 2013,25622.4,2040,0.59315287
France,Web,Outdoors Shop,Personal Accessories,Knives,Single Edge,2013,Q2 2013,59218.92,4878,0.29489292
Switzerland,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q2 2014,16810.99,217,0.49657932
Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q2 2012,11280.0,150,0.48178191
Poland,Web,Department Store,Personal Accessories,Watches,Kodiak,2012,Q3 2012,30909.1,245,0.46230139
Switzerland,Web,Department Store,Personal Accessories,Watches,Venue,2012,Q4 2012,72343.0,991,0.41351976
Denmark,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2012,Q3 2012,7253.32,596,0.50698439
Belgium,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,22918.41,29,0.37997444
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2012,Q4 2012,74210.75,1153,0.41286566
Italy,Web,Outdoors Shop,Personal Accessories,Eyewear,Zone,2013,Q3 2013,288473.5,8642,0.32876746
Poland,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2013,Q2 2013,176502.7,319,0.2904934
Germany,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2012,Q2 2012,68206.4,907,0.38138298
Australia,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2012,Q3 2012,26182.62,430,0.57053572
France,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2014,Q3 2014,12646.5,150,0.51132724
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,16408.32,2764,0.6866809
Switzerland,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2012,Q3 2012,3246.6,105,0.35316947
Italy,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2012,Q2 2012,65547.49,263,0.39814629
Poland,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,31736.25,1575,0.39995463
Switzerland,Sales visit,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2012,Q3 2012,2812.6,574,0.6
Canada,Mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q4 2012,24109.54,169,0.4742745
Spain,Mail,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2012,Q2 2012,2310.0,330,0.73142857
France,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2012,Q4 2012,2597.0,371,0.73142857
United Kingdom,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,2970.0,495,0.69
Austria,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2012,Q3 2012,63546.0,267,0.34816354
Germany,Telephone,Sports Store,Personal Accessories,Eyewear,Trendi,2014,Q2 2014,5537.2,109,0.38582677
Germany,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,2294.6,44,0.44870566
Germany,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q2 2014,8371.88,2332,0.75766017
Germany,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2013,Q4 2013,22496.0,296,0.48723684
Poland,Web,Direct Marketing,Camping Equipment,Lanterns,Flicker Lantern,2012,Q3 2012,9054.64,266,0.54112808
United States,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q1 2013,13290.0,2215,0.69
Poland,Web,Sports Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,941.4,9,0.42657744
Denmark,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q2 2013,43787.4,165,0.43218232
China,Web,Eyewear Store,Personal Accessories,Eyewear,Retro,2013,Q3 2013,25060.0,400,0.45382083
Netherlands,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,34459.02,239,0.4798169
Brazil,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q2 2012,20979.0,518,0.40788979
Germany,Web,Outdoors Shop,Personal Accessories,Eyewear,Bella,2012,Q4 2012,26460.0,392,0.44656765
Singapore,Web,Warehouse Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,4964.68,2533,0.48979592
France,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,4851.0,462,0.75714286
Singapore,Special,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,18915.86,109,0.45764665
Germany,Sales visit,Eyewear Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q2 2012,13182.78,39,0.4779303
Japan,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q4 2013,51950.7,2130,0.38499385
Netherlands,Telephone,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q3 2012,75935.34,87,0.43751289
China,Telephone,Outdoors Shop,Personal Accessories,Navigation,Glacier Basic,2012,Q3 2012,31661.28,1008,0.36326011
Netherlands,Web,Outdoors Shop,Personal Accessories,Binoculars,Seeker Mini,2013,Q3 2013,13898.88,171,0.50787402
Spain,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2014,Q1 2014,75379.74,138,0.32198891
Italy,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q3 2012,31071.57,183,0.45933212
Finland,Web,Eyewear Store,Personal Accessories,Watches,Sam,2014,Q2 2014,38927.9,823,0.40267983
Italy,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q3 2013,54786.88,1780,0.51265704
Netherlands,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Shovel,2012,Q2 2012,9834.11,169,0.33699948
Mexico,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q4 2013,2765.75,23,0.51035343
United States,Telephone,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q3 2013,3379.2,32,0.52945076
France,Web,Department Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,14410.0,131,0.54381818
France,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,66568.4,152,0.49537618
Italy,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q2 2014,3243.0,141,0.60869565
Netherlands,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,80184.88,2617,0.51044386
Germany,Web,Department Store,Personal Accessories,Watches,Venue,2012,Q4 2012,22192.0,304,0.4136049
Switzerland,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q2 2012,3794.25,25,0.50583119
Singapore,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2012,Q2 2012,62921.04,547,0.32011057
Canada,E-mail,Outdoors Shop,Personal Accessories,Eyewear,Retro,2014,Q2 2014,93787.05,1497,0.46530379
Switzerland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q2 2014,26204.64,264,0.3426355
Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2012,Q2 2012,10098.5,2126,0.61052632
Finland,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,38703.2,808,0.3736952
Sweden,E-mail,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2012,Q3 2012,12027.6,234,0.56498054
Canada,Web,Eyewear Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,35651.0,153,0.44975849
United Kingdom,Web,Department Store,Personal Accessories,Watches,Venue,2014,Q3 2014,17812.0,244,0.43424658
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2013,Q1 2013,148561.0,2234,0.48165414
Switzerland,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2013,Q4 2013,64446.8,1661,0.49690722
France,Web,Eyewear Store,Personal Accessories,Eyewear,Maximus,2012,Q3 2012,21765.0,270,0.49310315
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,13805.4,865,0.53007519
Canada,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,906.0,151,0.52833333
Spain,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q2 2014,77287.77,903,0.29898353
Finland,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q2 2014,93.86,26,0.49307479
Belgium,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,20170.8,283,0.42891655
China,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,3128.0,136,0.60869565
Italy,Web,Outdoors Shop,Personal Accessories,Knives,Single Edge,2013,Q2 2013,47868.02,3943,0.29489292
Germany,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,5082.86,79,0.36851104
France,Telephone,Department Store,Camping Equipment,Tents,Star Gazer 6,2012,Q2 2012,40862.12,52,0.3764396
Mexico,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q2 2014,333278.28,276,0.48738334
Austria,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2012,Q2 2012,24822.95,764,0.33052196
Japan,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q2 2014,33600.77,2303,0.44345442
Australia,Sales visit,Equipment Rental Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,14945.4,437,0.45204678
Finland,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q2 2014,13169.9,170,0.49657932
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2013,Q1 2013,540284.0,7109,0.38789474
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q2 2014,4600.0,200,0.60869565
France,Telephone,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2012,Q3 2012,11925.72,1884,0.5371248
Germany,E-mail,Sports Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q3 2013,1825.25,35,0.44870566
Belgium,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q2 2012,85536.36,98,0.43751289
Germany,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q2 2013,199108.7,322,0.35958599
Singapore,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q2 2014,108166.67,1549,0.41028211
China,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q2 2014,227214.66,9562,0.46962049
Germany,Telephone,Outdoors Shop,Personal Accessories,Watches,TX,2013,Q4 2013,11400.0,57,0.4493
Brazil,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q4 2013,6488.7,503,0.59631359
Canada,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q2 2014,45660.96,1114,0.17497179
Spain,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q2 2013,60136.24,488,0.35437799
Belgium,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q4 2013,4021.5,105,0.35065274
Denmark,Web,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,266.73,51,0.63288719
Austria,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q3 2014,1830.0,305,0.69
Mexico,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2013,Q3 2013,64219.35,195,0.30862661
Australia,Web,Eyewear Store,Personal Accessories,Watches,Infinity,2014,Q3 2014,7428.0,31,0.45840065
Singapore,Web,Golf Shop,Personal Accessories,Eyewear,Polar Ice,2013,Q3 2013,4075.5,39,0.52449761
Canada,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2012,Q4 2012,23921.14,218,0.28415201
Germany,Sales visit,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Kettle,2012,Q4 2012,15735.6,1240,0.59732072
Austria,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2014,Q1 2014,83548.3,151,0.2904934
Spain,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,2868.25,55,0.44870566
Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2013,Q1 2013,11438.0,172,0.48165414
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q2 2014,27656.68,4418,0.51916933
Brazil,Web,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,21450.0,165,0.30583683
Italy,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2012,Q2 2012,34962.76,356,0.33560737
United States,Telephone,Outdoors Shop,Personal Accessories,Binoculars,Opera Vision,2012,Q3 2012,8360.0,76,0.54181818
Switzerland,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Axe,2013,Q2 2013,21999.6,567,0.49690722
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2013,Q2 2013,710828.0,9353,0.38789474
Spain,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2012,Q2 2012,468.0,78,0.52833333
Germany,Web,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2012,Q2 2012,2689.4,28,0.53149401
United States,Telephone,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q4 2012,51370.2,60,0.44845066
Switzerland,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q2 2013,125463.3,4071,0.32898561
Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,Polar Ice,2012,Q2 2012,3450.7,32,0.53920074
Singapore,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,113050.85,935,0.56992805
Canada,Web,Eyewear Store,Personal Accessories,Watches,Venue,2012,Q4 2012,45625.0,625,0.41315375
Finland,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q1 2014,47723.58,331,0.4798169
Italy,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q4 2012,85591.0,686,0.45561543
Australia,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2012,Q2 2012,15173.4,19,0.38642625
Sweden,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2013,Q2 2013,15400.0,770,0.5055
Canada,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2012,Q3 2012,14286.35,709,0.3978399
Belgium,Web,Outdoors Shop,Personal Accessories,Watches,TX,2014,Q3 2014,11771.0,61,0.45089967
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Retro,2013,Q3 2013,514544.45,8213,0.45065415
China,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q2 2014,155896.74,2973,0.33311107
Finland,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q3 2013,4098.82,682,0.69550749
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q1 2014,555336.47,461,0.48787885
Denmark,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q2 2013,34561.71,79,0.45397609
